employeeid,year,state,sales,wisconsin
4531,2016,"Wisconsin",3001,1
4532,2017,"Wisconsin",1675,1
4533,2016,"Wisconsin",1736,1
4534,2017,"Wisconsin",4549,1
4535,2017,"Wisconsin",1557,1
4536,2016,"Wisconsin",3471,1
4537,2017,"Wisconsin",3151,1
4538,2017,"Michigan",5056,0
4539,2017,"Michigan",3664,0
4540,2016,"Michigan",3474,0
4541,2017,"Michigan",4680,0
4542,2016,"Wisconsin",2653,1
4543,2017,"Wisconsin",1600,1
4544,2017,"Wisconsin",2357,1
4545,2017,"Michigan",2644,0
4546,2016,"Wisconsin",3185,1
4547,2017,"Michigan",4105,0
4548,2016,"Michigan",2235,0
4549,2017,"Michigan",2359,0
4550,2017,"Michigan",2287,0
4551,2016,"Michigan",4355,0
4552,2016,"Michigan",4300,0
4553,2017,"Michigan",4954,0
4554,2017,"Michigan",4393,0
4555,2017,"Michigan",3196,0
4556,2017,"Wisconsin",5436,1
4557,2016,"Michigan",2794,0
4558,2016,"Wisconsin",2429,1
4559,2017,"Wisconsin",3782,1
4560,2017,"Michigan",1987,0
4561,2016,"Wisconsin",3548,1
4562,2017,"Michigan",4774,0
4563,2016,"Michigan",2400,0
4564,2017,"Michigan",5064,0
4565,2017,"Wisconsin",2131,1
4566,2017,"Michigan",3577,0
4567,2017,"Wisconsin",3786,1
4568,2017,"Wisconsin",2198,1
4569,2017,"Wisconsin",3009,1
4570,2017,"Wisconsin",5215,1
4571,2016,"Wisconsin",2755,1
4572,2016,"Michigan",2251,0
4573,2017,"Michigan",1225,0
4574,2016,"Wisconsin",2075,1
4575,2016,"Michigan",4067,0
4576,2016,"Wisconsin",4522,1
4577,2017,"Wisconsin",3551,1
4578,2016,"Wisconsin",2155,1
4579,2016,"Wisconsin",4542,1
4580,2016,"Michigan",1321,0
4581,2016,"Michigan",3007,0
4582,2017,"Michigan",1509,0
4583,2017,"Michigan",2108,0
4584,2016,"Michigan",1183,0
4585,2017,"Wisconsin",2365,1
4586,2017,"Wisconsin",4409,1
4587,2016,"Michigan",2445,0
4588,2016,"Wisconsin",4661,1
4589,2017,"Michigan",2906,0
4590,2017,"Wisconsin",4933,1
4591,2016,"Wisconsin",4154,1
4592,2017,"Michigan",3260,0
4593,2017,"Wisconsin",5244,1
4594,2017,"Wisconsin",3580,1
4595,2016,"Wisconsin",2977,1
4596,2017,"Michigan",2906,0
4597,2017,"Michigan",2627,0
4598,2016,"Wisconsin",2686,1
4599,2017,"Michigan",5083,0
4600,2017,"Michigan",2335,0
4601,2016,"Wisconsin",2604,1
4602,2017,"Michigan",3549,0
4603,2017,"Michigan",1487,0
4604,2016,"Wisconsin",4583,1
4605,2016,"Michigan",3056,0
4606,2017,"Wisconsin",2924,1
4607,2017,"Michigan",4604,0
4608,2017,"Wisconsin",4332,1
4609,2016,"Michigan",1914,0
4610,2017,"Michigan",2718,0
4611,2016,"Wisconsin",2302,1
4612,2017,"Michigan",4227,0
4613,2016,"Michigan",3792,0
4614,2016,"Wisconsin",2141,1
4615,2017,"Michigan",4022,0
4616,2017,"Michigan",3128,0
4617,2016,"Wisconsin",2588,1
4618,2016,"Michigan",5007,0
4619,2016,"Michigan",3647,0
4620,2017,"Wisconsin",2131,1
4621,2016,"Wisconsin",1914,1
4622,2016,"Wisconsin",1654,1
4623,2017,"Wisconsin",3136,1
4624,2016,"Michigan",2985,0
4625,2017,"Wisconsin",3447,1
4626,2017,"Michigan",1100,0
4627,2016,"Michigan",2908,0
4628,2016,"Wisconsin",4876,1
4629,2016,"Wisconsin",2567,1
4630,2017,"Wisconsin",5144,1
4631,2017,"Wisconsin",2594,1
4632,2016,"Wisconsin",2645,1
4633,2017,"Wisconsin",4793,1
4634,2017,"Wisconsin",2493,1
4635,2017,"Wisconsin",1797,1
4636,2017,"Michigan",4309,0
4637,2016,"Michigan",4848,0
4638,2017,"Wisconsin",5047,1
4639,2017,"Wisconsin",2476,1
4640,2016,"Michigan",4602,0
4641,2016,"Michigan",1904,0
4642,2016,"Wisconsin",1707,1
4643,2016,"Wisconsin",3106,1
4644,2016,"Michigan",3182,0
4645,2016,"Wisconsin",4500,1
4646,2017,"Michigan",4433,0
4647,2017,"Wisconsin",1835,1
4648,2016,"Michigan",4745,0
4649,2016,"Wisconsin",2073,1
4650,2016,"Wisconsin",2561,1
4651,2016,"Michigan",2656,0
4652,2016,"Wisconsin",2589,1
4653,2017,"Michigan",4786,0
4654,2016,"Wisconsin",2466,1
4655,2016,"Wisconsin",4446,1
4656,2016,"Michigan",2726,0
4657,2017,"Wisconsin",3641,1
4658,2016,"Wisconsin",3813,1
4659,2016,"Wisconsin",1920,1
4660,2017,"Wisconsin",1616,1
4661,2017,"Michigan",3671,0
4662,2016,"Wisconsin",4989,1
4663,2016,"Michigan",4461,0
4664,2017,"Wisconsin",3577,1
4665,2017,"Wisconsin",2170,1
4666,2016,"Wisconsin",2097,1
4667,2017,"Michigan",3747,0
4668,2017,"Wisconsin",3423,1
4669,2016,"Michigan",1829,0
4670,2017,"Wisconsin",5212,1
4671,2016,"Wisconsin",3438,1
4672,2017,"Michigan",4235,0
4673,2017,"Wisconsin",4298,1
4674,2017,"Michigan",4098,0
4675,2017,"Wisconsin",2196,1
4676,2017,"Michigan",4691,0
4677,2016,"Michigan",4094,0
4678,2017,"Wisconsin",5392,1
4679,2016,"Wisconsin",2964,1
4680,2017,"Wisconsin",5305,1
4681,2017,"Wisconsin",4006,1
4682,2016,"Wisconsin",4209,1
4683,2016,"Wisconsin",4538,1
4684,2017,"Wisconsin",4330,1
4685,2017,"Wisconsin",4079,1
4686,2016,"Michigan",1303,0
4687,2016,"Michigan",2163,0
4688,2016,"Wisconsin",1606,1
4689,2016,"Michigan",1195,0
4690,2016,"Wisconsin",1690,1
4691,2016,"Wisconsin",1795,1
4692,2016,"Michigan",3258,0
4693,2016,"Michigan",2945,0
4694,2016,"Wisconsin",3879,1
4695,2017,"Michigan",4588,0
4696,2016,"Wisconsin",1166,1
4697,2016,"Michigan",5001,0
4698,2017,"Michigan",1334,0
4699,2016,"Michigan",1741,0
4700,2016,"Michigan",4984,0
4701,2017,"Wisconsin",1535,1
4702,2016,"Wisconsin",2154,1
4703,2017,"Wisconsin",5362,1
4704,2016,"Wisconsin",4933,1
4705,2017,"Michigan",2651,0
4706,2017,"Michigan",3556,0
4707,2017,"Michigan",1614,0
4708,2016,"Wisconsin",2528,1
4709,2017,"Wisconsin",2647,1
4710,2017,"Michigan",3993,0
4711,2017,"Michigan",5082,0
4712,2016,"Wisconsin",4497,1
4713,2017,"Wisconsin",1562,1
4714,2017,"Michigan",2739,0
4715,2016,"Michigan",1748,0
4716,2017,"Wisconsin",2471,1
4717,2017,"Michigan",1207,0
4718,2016,"Wisconsin",3994,1
4719,2017,"Wisconsin",1549,1
4720,2017,"Wisconsin",4979,1
4721,2016,"Wisconsin",3927,1
4722,2017,"Michigan",2751,0
4723,2017,"Wisconsin",3360,1
4724,2017,"Wisconsin",2333,1
4725,2016,"Michigan",2934,0
4726,2016,"Michigan",1492,0
4727,2017,"Wisconsin",2644,1
4728,2017,"Michigan",1507,0
4729,2017,"Michigan",3502,0
4730,2017,"Wisconsin",4973,1
4731,2017,"Wisconsin",2078,1
4732,2017,"Michigan",2074,0
4733,2017,"Michigan",2719,0
4734,2017,"Michigan",2417,0
4735,2016,"Wisconsin",3605,1
4736,2017,"Michigan",2462,0
4737,2017,"Wisconsin",4163,1
4738,2017,"Michigan",3068,0
4739,2016,"Michigan",3849,0
4740,2017,"Michigan",2442,0
4741,2017,"Michigan",4799,0
4742,2016,"Michigan",3185,0
4743,2017,"Wisconsin",4488,1
4744,2016,"Wisconsin",1887,1
4745,2017,"Wisconsin",4838,1
4746,2016,"Michigan",1705,0
4747,2016,"Wisconsin",2941,1
4748,2017,"Michigan",4669,0
4749,2016,"Michigan",3152,0
4750,2016,"Michigan",3514,0
4751,2017,"Wisconsin",5357,1
4752,2017,"Wisconsin",1591,1
4753,2017,"Wisconsin",4521,1
4754,2016,"Wisconsin",3947,1
4755,2017,"Michigan",3315,0
4756,2017,"Wisconsin",5444,1
4757,2016,"Michigan",1114,0
4758,2017,"Michigan",1229,0
4759,2016,"Michigan",1437,0
4760,2016,"Michigan",1577,0
4761,2016,"Wisconsin",3860,1
4762,2016,"Wisconsin",3679,1
4763,2016,"Wisconsin",3344,1
4764,2016,"Michigan",2651,0
4765,2016,"Wisconsin",3082,1
4766,2017,"Wisconsin",3974,1
4767,2017,"Michigan",2533,0
4768,2016,"Michigan",3149,0
4769,2016,"Wisconsin",1000,1
4770,2016,"Michigan",1637,0
4771,2016,"Wisconsin",2007,1
4772,2016,"Michigan",4254,0
4773,2016,"Michigan",2037,0
4774,2017,"Wisconsin",1974,1
4775,2017,"Michigan",3669,0
4776,2016,"Wisconsin",1538,1
4777,2016,"Wisconsin",2455,1
4778,2017,"Wisconsin",2943,1
4779,2017,"Michigan",2253,0
4780,2017,"Wisconsin",4626,1
4781,2017,"Wisconsin",1524,1
4782,2017,"Wisconsin",1652,1
4783,2017,"Wisconsin",3903,1
4784,2017,"Wisconsin",3811,1
4785,2017,"Michigan",2920,0
4786,2016,"Michigan",3609,0
4787,2017,"Michigan",2351,0
4788,2017,"Michigan",1969,0
4789,2016,"Michigan",3834,0
4790,2016,"Wisconsin",2686,1
4791,2016,"Michigan",4864,0
4792,2016,"Wisconsin",4935,1
4793,2016,"Michigan",2329,0
4794,2017,"Wisconsin",1551,1
4795,2016,"Michigan",1156,0
4796,2016,"Wisconsin",4071,1
4797,2016,"Michigan",3780,0
4798,2016,"Wisconsin",1839,1
4799,2016,"Wisconsin",3342,1
4800,2016,"Michigan",4964,0
4801,2016,"Wisconsin",4083,1
4802,2016,"Michigan",3884,0
4803,2016,"Wisconsin",4316,1
4804,2016,"Wisconsin",4414,1
4805,2017,"Michigan",1896,0
4806,2017,"Wisconsin",4473,1
4807,2017,"Michigan",1521,0
4808,2017,"Michigan",4499,0
4809,2016,"Wisconsin",1648,1
4810,2017,"Michigan",4174,0
4811,2016,"Wisconsin",3412,1
4812,2016,"Michigan",3669,0
4813,2017,"Michigan",3779,0
4814,2017,"Wisconsin",5168,1
4815,2017,"Michigan",3019,0
4816,2016,"Wisconsin",4276,1
4817,2017,"Michigan",2706,0
4818,2017,"Michigan",2237,0
4819,2017,"Michigan",1111,0
4820,2016,"Michigan",4738,0
4821,2017,"Michigan",3724,0
4822,2017,"Wisconsin",1973,1
4823,2017,"Michigan",2450,0
4824,2017,"Michigan",1379,0
4825,2016,"Michigan",4500,0
4826,2016,"Wisconsin",2709,1
4827,2016,"Michigan",4190,0
4828,2017,"Wisconsin",2675,1
4829,2017,"Wisconsin",4199,1
4830,2017,"Michigan",4971,0
4831,2017,"Michigan",3809,0
4832,2016,"Wisconsin",1378,1
4833,2017,"Michigan",2821,0
4834,2016,"Wisconsin",2146,1
4835,2017,"Michigan",1140,0
4836,2016,"Michigan",2207,0
4837,2016,"Michigan",4115,0
4838,2016,"Wisconsin",2723,1
4839,2017,"Michigan",2608,0
4840,2016,"Wisconsin",4081,1
4841,2016,"Wisconsin",4865,1
4842,2017,"Wisconsin",2919,1
4843,2016,"Michigan",1258,0
4844,2016,"Michigan",4913,0
4845,2017,"Michigan",4708,0
4846,2017,"Wisconsin",3231,1
4847,2017,"Wisconsin",3619,1
4848,2017,"Michigan",1546,0
4849,2016,"Wisconsin",1571,1
4850,2016,"Michigan",3083,0
4851,2017,"Michigan",4663,0
4852,2016,"Wisconsin",2202,1
4853,2016,"Michigan",2427,0
4854,2017,"Michigan",2153,0
4855,2016,"Wisconsin",1134,1
4856,2016,"Michigan",3729,0
4857,2016,"Wisconsin",2419,1
4858,2016,"Michigan",3745,0
4859,2017,"Michigan",2730,0
4860,2016,"Michigan",2884,0
4861,2017,"Wisconsin",2994,1
4862,2017,"Michigan",4861,0
4863,2017,"Wisconsin",3696,1
4864,2017,"Michigan",2582,0
4865,2017,"Michigan",2499,0
4866,2017,"Wisconsin",4590,1
4867,2016,"Michigan",1571,0
4868,2017,"Wisconsin",2248,1
4869,2017,"Michigan",5066,0
4870,2017,"Michigan",2570,0
4871,2016,"Michigan",2191,0
4872,2017,"Wisconsin",4848,1
4873,2016,"Wisconsin",1600,1
4874,2017,"Wisconsin",4911,1
4875,2017,"Wisconsin",4695,1
4876,2016,"Michigan",4291,0
4877,2017,"Wisconsin",2370,1
4878,2017,"Wisconsin",2752,1
4879,2016,"Michigan",2199,0
4880,2017,"Michigan",2559,0
4881,2017,"Wisconsin",3588,1
4882,2017,"Michigan",3661,0
4883,2017,"Michigan",4852,0
4884,2017,"Wisconsin",4116,1
4885,2016,"Wisconsin",2581,1
4886,2016,"Wisconsin",3783,1
4887,2017,"Michigan",3232,0
4888,2017,"Michigan",3399,0
4889,2017,"Wisconsin",2770,1
4890,2017,"Wisconsin",1687,1
4891,2017,"Michigan",1159,0
4892,2017,"Michigan",4788,0
4893,2016,"Wisconsin",1826,1
4894,2016,"Wisconsin",1411,1
4895,2016,"Wisconsin",4092,1
4896,2016,"Wisconsin",3123,1
4897,2016,"Michigan",1233,0
4898,2016,"Wisconsin",1432,1
4899,2016,"Michigan",3682,0
4900,2017,"Wisconsin",2405,1
4901,2017,"Michigan",1522,0
4902,2016,"Michigan",3548,0
4903,2016,"Wisconsin",1644,1
4904,2016,"Wisconsin",1732,1
4905,2017,"Wisconsin",3686,1
4906,2017,"Wisconsin",5305,1
4907,2017,"Michigan",4176,0
4908,2017,"Michigan",1196,0
4909,2016,"Michigan",2964,0
4910,2016,"Michigan",1117,0
4911,2017,"Wisconsin",4885,1
4912,2017,"Wisconsin",2521,1
4913,2017,"Wisconsin",4861,1
4914,2017,"Michigan",2799,0
4915,2017,"Wisconsin",5052,1
4916,2016,"Wisconsin",2884,1
4917,2017,"Wisconsin",2422,1
4918,2017,"Michigan",4981,0
4919,2016,"Wisconsin",2570,1
4920,2017,"Michigan",1783,0
4921,2017,"Wisconsin",1938,1
4922,2017,"Michigan",2780,0
4923,2016,"Wisconsin",3155,1
4924,2016,"Wisconsin",1504,1
4925,2017,"Michigan",3132,0
4926,2016,"Michigan",4421,0
4927,2017,"Michigan",4031,0
4928,2017,"Michigan",2420,0
4929,2016,"Wisconsin",4191,1
4930,2016,"Wisconsin",1228,1
4931,2016,"Wisconsin",2724,1
4932,2016,"Michigan",3827,0
4933,2016,"Wisconsin",1396,1
4934,2017,"Wisconsin",4668,1
4935,2017,"Wisconsin",3034,1
4936,2017,"Wisconsin",4418,1
4937,2017,"Michigan",3305,0
4938,2017,"Michigan",4632,0
4939,2016,"Wisconsin",4845,1
4940,2017,"Wisconsin",3563,1
4941,2016,"Michigan",4622,0
4942,2016,"Wisconsin",1072,1
4943,2017,"Michigan",2880,0
4944,2016,"Wisconsin",4493,1
4945,2016,"Michigan",2302,0
4946,2017,"Michigan",3441,0
4947,2017,"Michigan",3104,0
4948,2017,"Michigan",2648,0
4949,2016,"Michigan",4012,0
4950,2017,"Wisconsin",1979,1
4951,2016,"Michigan",4382,0
4952,2016,"Michigan",2888,0
4953,2016,"Michigan",1139,0
4954,2016,"Wisconsin",4762,1
4955,2017,"Wisconsin",4650,1
4956,2017,"Wisconsin",5404,1
4957,2017,"Michigan",1632,0
4958,2016,"Wisconsin",1105,1
4959,2017,"Michigan",3980,0
4960,2016,"Michigan",4620,0
4961,2016,"Michigan",4120,0
4962,2016,"Michigan",3095,0
4963,2017,"Michigan",4344,0
4964,2016,"Wisconsin",2135,1
4965,2017,"Michigan",4839,0
4966,2017,"Michigan",4461,0
4967,2017,"Wisconsin",2814,1
4968,2016,"Wisconsin",3867,1
4969,2016,"Wisconsin",2930,1
4970,2016,"Michigan",3812,0
4971,2016,"Michigan",4908,0
4972,2016,"Michigan",2688,0
4973,2016,"Michigan",1688,0
4974,2016,"Wisconsin",1205,1
4975,2016,"Michigan",1996,0
4976,2016,"Michigan",3059,0
4977,2017,"Michigan",2680,0
4978,2016,"Wisconsin",1529,1
4979,2017,"Wisconsin",2716,1
4980,2017,"Michigan",3581,0
4981,2016,"Wisconsin",3858,1
4982,2016,"Wisconsin",3031,1
4983,2017,"Michigan",4880,0
4984,2017,"Wisconsin",3689,1
4985,2016,"Michigan",1762,0
4986,2016,"Michigan",4226,0
4987,2016,"Wisconsin",2874,1
4988,2017,"Wisconsin",3765,1
4989,2016,"Wisconsin",4489,1
4990,2017,"Michigan",1790,0
4991,2016,"Michigan",2723,0
4992,2017,"Wisconsin",2365,1
4993,2016,"Michigan",1293,0
4994,2017,"Michigan",1464,0
4995,2016,"Wisconsin",1438,1
4996,2017,"Wisconsin",2167,1
4997,2017,"Wisconsin",3916,1
4998,2016,"Wisconsin",2457,1
4999,2016,"Michigan",2090,0
5000,2017,"Wisconsin",5236,1
5001,2017,"Michigan",4275,0
5002,2017,"Michigan",3911,0
5003,2017,"Wisconsin",3988,1
5004,2017,"Michigan",1518,0
5005,2017,"Michigan",4781,0
5006,2017,"Wisconsin",3233,1
5007,2017,"Michigan",4819,0
5008,2016,"Michigan",5098,0
5009,2017,"Wisconsin",3462,1
5010,2016,"Michigan",3623,0
5011,2016,"Wisconsin",3668,1
5012,2016,"Michigan",3889,0
5013,2016,"Wisconsin",3166,1
5014,2016,"Wisconsin",1585,1
5015,2017,"Michigan",2772,0
5016,2016,"Michigan",3324,0
5017,2017,"Michigan",3930,0
5018,2017,"Wisconsin",2916,1
5019,2016,"Michigan",3404,0
5020,2017,"Wisconsin",1620,1
5021,2016,"Michigan",2579,0
5022,2017,"Michigan",2873,0
5023,2017,"Wisconsin",4942,1
5024,2017,"Wisconsin",5118,1
5025,2016,"Michigan",2250,0
5026,2017,"Michigan",4305,0
5027,2016,"Michigan",2368,0
5028,2016,"Wisconsin",2884,1
5029,2017,"Michigan",3802,0
5030,2016,"Wisconsin",3295,1
5031,2017,"Michigan",3209,0
5032,2017,"Wisconsin",4716,1
5033,2017,"Michigan",3143,0
5034,2017,"Michigan",2980,0
5035,2017,"Michigan",1905,0
5036,2017,"Michigan",4606,0
5037,2017,"Michigan",2800,0
5038,2016,"Michigan",3287,0
5039,2017,"Wisconsin",2006,1
5040,2017,"Michigan",3962,0
5041,2016,"Wisconsin",3602,1
5042,2016,"Wisconsin",3603,1
5043,2017,"Wisconsin",3458,1
5044,2016,"Wisconsin",2067,1
5045,2016,"Wisconsin",2303,1
5046,2017,"Wisconsin",3295,1
5047,2017,"Wisconsin",3902,1
5048,2016,"Wisconsin",4191,1
5049,2017,"Wisconsin",2889,1
5050,2017,"Michigan",2564,0
5051,2017,"Wisconsin",2258,1
5052,2016,"Michigan",4859,0
5053,2016,"Michigan",2296,0
5054,2017,"Michigan",3800,0
5055,2017,"Michigan",4902,0
5056,2017,"Michigan",3962,0
5057,2016,"Michigan",3463,0
5058,2017,"Michigan",3563,0
5059,2017,"Wisconsin",3708,1
5060,2016,"Michigan",4235,0
5061,2016,"Michigan",2141,0
5062,2017,"Wisconsin",3500,1
5063,2016,"Wisconsin",4700,1
5064,2017,"Michigan",2515,0
5065,2017,"Wisconsin",5036,1
5066,2016,"Wisconsin",2079,1
5067,2016,"Wisconsin",1023,1
5068,2016,"Michigan",3806,0
5069,2016,"Wisconsin",3975,1
5070,2017,"Wisconsin",1816,1
5071,2016,"Wisconsin",3330,1
5072,2016,"Wisconsin",4772,1
5073,2017,"Wisconsin",2679,1
5074,2017,"Michigan",3451,0
5075,2017,"Wisconsin",2581,1
5076,2016,"Wisconsin",2230,1
5077,2016,"Wisconsin",4107,1
5078,2016,"Michigan",2800,0
5079,2016,"Wisconsin",1725,1
5080,2017,"Michigan",4960,0
5081,2016,"Michigan",1753,0
5082,2016,"Wisconsin",3567,1
5083,2017,"Michigan",4814,0
5084,2016,"Wisconsin",3443,1
5085,2016,"Michigan",1967,0
5086,2017,"Michigan",1277,0
5087,2016,"Wisconsin",4129,1
5088,2017,"Michigan",1732,0
5089,2017,"Wisconsin",5269,1
5090,2017,"Wisconsin",4004,1
5091,2016,"Wisconsin",1094,1
5092,2016,"Wisconsin",3808,1
5093,2016,"Wisconsin",3731,1
5094,2016,"Wisconsin",2721,1
5095,2016,"Wisconsin",1802,1
5096,2016,"Michigan",3307,0
5097,2017,"Michigan",2146,0
5098,2017,"Michigan",3693,0
5099,2017,"Michigan",5021,0
5100,2017,"Michigan",1980,0
5101,2016,"Wisconsin",2879,1
5102,2016,"Wisconsin",2372,1
5103,2016,"Wisconsin",2559,1
5104,2016,"Michigan",4578,0
5105,2017,"Wisconsin",3614,1
5106,2017,"Michigan",1587,0
5107,2017,"Michigan",1250,0
5108,2017,"Wisconsin",4773,1
5109,2016,"Michigan",3892,0
5110,2017,"Wisconsin",4344,1
5111,2016,"Michigan",4852,0
5112,2017,"Michigan",2434,0
5113,2017,"Wisconsin",3837,1
5114,2016,"Wisconsin",4399,1
5115,2017,"Wisconsin",4327,1
5116,2016,"Wisconsin",4162,1
5117,2016,"Wisconsin",2593,1
5118,2016,"Michigan",4589,0
5119,2016,"Wisconsin",2595,1
5120,2017,"Michigan",3609,0
5121,2017,"Wisconsin",4464,1
5122,2016,"Wisconsin",3228,1
5123,2017,"Wisconsin",3973,1
5124,2017,"Michigan",3293,0
5125,2016,"Wisconsin",3413,1
5126,2017,"Michigan",3852,0
5127,2016,"Michigan",5064,0
5128,2016,"Wisconsin",3710,1
5129,2016,"Wisconsin",3892,1
5130,2017,"Michigan",3713,0
5131,2016,"Wisconsin",4663,1
5132,2017,"Wisconsin",4014,1
5133,2017,"Wisconsin",1972,1
5134,2017,"Michigan",4585,0
5135,2017,"Wisconsin",4457,1
5136,2016,"Wisconsin",3553,1
5137,2016,"Michigan",1708,0
5138,2016,"Wisconsin",1766,1
5139,2017,"Wisconsin",5457,1
5140,2016,"Michigan",1454,0
5141,2017,"Wisconsin",3051,1
5142,2017,"Michigan",3416,0
5143,2016,"Wisconsin",1459,1
5144,2016,"Wisconsin",2958,1
5145,2016,"Wisconsin",3455,1
5146,2017,"Wisconsin",4071,1
5147,2016,"Wisconsin",3332,1
5148,2016,"Michigan",4233,0
5149,2016,"Michigan",1676,0
5150,2017,"Wisconsin",4111,1
5151,2016,"Michigan",4608,0
5152,2017,"Michigan",3747,0
5153,2016,"Wisconsin",4086,1
5154,2017,"Wisconsin",2933,1
5155,2016,"Michigan",3110,0
5156,2017,"Wisconsin",3339,1
5157,2016,"Wisconsin",2762,1
5158,2016,"Michigan",3334,0
5159,2017,"Michigan",2587,0
5160,2017,"Wisconsin",3433,1
5161,2017,"Wisconsin",2256,1
5162,2017,"Michigan",3531,0
5163,2017,"Wisconsin",2250,1
5164,2017,"Michigan",3363,0
5165,2017,"Wisconsin",2569,1
5166,2016,"Wisconsin",1736,1
5167,2016,"Wisconsin",2006,1
5168,2016,"Michigan",2235,0
5169,2017,"Wisconsin",4480,1
5170,2016,"Wisconsin",2147,1
5171,2017,"Wisconsin",3200,1
5172,2016,"Wisconsin",3480,1
5173,2017,"Michigan",1103,0
5174,2017,"Michigan",2742,0
5175,2017,"Wisconsin",2008,1
5176,2017,"Wisconsin",5088,1
5177,2016,"Michigan",4553,0
5178,2016,"Wisconsin",2495,1
5179,2017,"Wisconsin",4561,1
5180,2016,"Michigan",1476,0
5181,2016,"Wisconsin",1715,1
5182,2016,"Michigan",4019,0
5183,2016,"Michigan",1274,0
5184,2016,"Wisconsin",3399,1
5185,2016,"Wisconsin",3775,1
5186,2017,"Michigan",3496,0
5187,2017,"Michigan",1196,0
5188,2016,"Michigan",2711,0
5189,2017,"Michigan",5007,0
5190,2017,"Wisconsin",3764,1
5191,2017,"Michigan",2736,0
5192,2017,"Wisconsin",4340,1
5193,2016,"Wisconsin",4413,1
5194,2016,"Michigan",4139,0
5195,2017,"Wisconsin",5052,1
5196,2016,"Wisconsin",1919,1
5197,2016,"Wisconsin",1386,1
5198,2016,"Wisconsin",4241,1
5199,2017,"Michigan",3797,0
5200,2016,"Michigan",3267,0
5201,2016,"Wisconsin",2859,1
5202,2016,"Michigan",2912,0
5203,2017,"Michigan",1973,0
5204,2017,"Michigan",2181,0
5205,2017,"Michigan",3832,0
5206,2017,"Michigan",1140,0
5207,2016,"Michigan",2815,0
5208,2017,"Michigan",4705,0
5209,2017,"Wisconsin",2045,1
5210,2016,"Wisconsin",3292,1
5211,2017,"Michigan",4088,0
5212,2017,"Wisconsin",3672,1
5213,2017,"Michigan",5073,0
5214,2017,"Wisconsin",3966,1
5215,2016,"Michigan",1407,0
5216,2017,"Wisconsin",4315,1
5217,2017,"Michigan",4588,0
5218,2017,"Wisconsin",4345,1
5219,2016,"Wisconsin",2417,1
5220,2016,"Michigan",4961,0
5221,2017,"Wisconsin",5079,1
5222,2016,"Wisconsin",2911,1
5223,2017,"Michigan",4764,0
5224,2016,"Wisconsin",3760,1
5225,2016,"Wisconsin",3196,1
5226,2016,"Wisconsin",3242,1
5227,2016,"Michigan",1670,0
5228,2017,"Michigan",3915,0
5229,2017,"Wisconsin",1684,1
5230,2016,"Wisconsin",1672,1
5231,2016,"Wisconsin",2934,1
5232,2016,"Michigan",1220,0
5233,2017,"Michigan",4191,0
5234,2016,"Michigan",2412,0
5235,2016,"Michigan",4642,0
5236,2016,"Michigan",2913,0
5237,2016,"Michigan",1710,0
5238,2017,"Wisconsin",5485,1
5239,2017,"Wisconsin",1760,1
5240,2017,"Wisconsin",3855,1
5241,2016,"Wisconsin",3658,1
5242,2016,"Wisconsin",3103,1
5243,2017,"Michigan",2368,0
5244,2016,"Michigan",4463,0
5245,2017,"Michigan",3745,0
5246,2017,"Wisconsin",5479,1
5247,2016,"Michigan",3432,0
5248,2017,"Wisconsin",3515,1
5249,2016,"Michigan",2481,0
5250,2016,"Wisconsin",2753,1
5251,2016,"Wisconsin",4286,1
5252,2017,"Michigan",3236,0
5253,2016,"Michigan",3839,0
5254,2016,"Michigan",1133,0
5255,2016,"Michigan",2706,0
5256,2016,"Wisconsin",4926,1
5257,2016,"Wisconsin",3775,1
5258,2017,"Michigan",4750,0
5259,2017,"Wisconsin",5208,1
5260,2017,"Wisconsin",3607,1
5261,2016,"Michigan",4347,0
5262,2017,"Wisconsin",2376,1
5263,2017,"Wisconsin",4281,1
5264,2017,"Wisconsin",1502,1
5265,2017,"Michigan",2063,0
5266,2017,"Michigan",1728,0
5267,2016,"Wisconsin",4328,1
5268,2016,"Michigan",2036,0
5269,2016,"Wisconsin",2931,1
5270,2017,"Michigan",4215,0
5271,2016,"Michigan",4924,0
5272,2016,"Wisconsin",2116,1
5273,2017,"Michigan",1462,0
5274,2017,"Michigan",3775,0
5275,2017,"Wisconsin",3385,1
5276,2017,"Wisconsin",4279,1
5277,2017,"Wisconsin",2514,1
5278,2016,"Wisconsin",4332,1
5279,2016,"Wisconsin",4559,1
5280,2016,"Wisconsin",2655,1
5281,2017,"Michigan",3777,0
5282,2016,"Wisconsin",1063,1
5283,2017,"Michigan",3014,0
5284,2016,"Wisconsin",3437,1
5285,2017,"Michigan",3864,0
5286,2017,"Wisconsin",2127,1
5287,2016,"Michigan",2694,0
5288,2016,"Michigan",1210,0
5289,2017,"Michigan",1775,0
5290,2017,"Wisconsin",3512,1
5291,2016,"Wisconsin",3306,1
5292,2016,"Wisconsin",3275,1
5293,2017,"Michigan",4485,0
5294,2017,"Wisconsin",4855,1
5295,2016,"Michigan",4251,0
5296,2016,"Wisconsin",1316,1
5297,2017,"Michigan",1655,0
5298,2017,"Wisconsin",4318,1
5299,2016,"Wisconsin",2953,1
5300,2017,"Wisconsin",3990,1
5301,2016,"Michigan",4608,0
5302,2017,"Wisconsin",5449,1
5303,2016,"Wisconsin",4169,1
5304,2016,"Wisconsin",4642,1
5305,2017,"Wisconsin",2807,1
